[00:01.280 --> 00:02.060]  You all right, Gavin?
[02:06:20.380 --> 02:06:21.720]  We can do this wordless.
[02:06:21.920 --> 02:06:24.040]  We are.
[02:06:28.700 --> 02:06:29.360]  Lock on.
[02:06:29.480 --> 02:06:30.020]  Locked in.
[02:06:30.780 --> 02:06:31.600]  I'm sorry, I'm sorry.
[02:06:32.620 --> 02:06:33.960]  What are you doing?
[02:06:34.560 --> 02:06:35.460]  Nick, hold A!
[02:06:37.640 --> 02:06:38.040]  What?
[02:06:39.920 --> 02:06:41.320]  Nick, you're killing me.
[02:06:41.320 --> 02:06:41.700]  I know.
[02:06:44.260 --> 02:06:47.040]  What are you doing?
[02:06:48.260 --> 02:06:49.780]  Every time!
[02:06:52.360 --> 02:06:55.080]  He's hitting the button so late.
[02:06:56.140 --> 02:06:58.920]  He was hitting it so late.
[02:06:58.940 --> 02:06:59.380]  There you go.
[02:06:59.440 --> 02:07:00.080]  Good job.
[02:07:00.280 --> 02:07:01.500]  Good job.
[02:07:02.900 --> 02:07:03.940]  We're right here.
[02:07:04.440 --> 02:07:05.800]  We're right here.
[02:07:06.900 --> 02:07:08.400]  Gavin was here.
[02:07:08.400 --> 02:07:10.160]  I was watching him do it and just going,
[02:07:10.340 --> 02:07:11.200]  no fucking way.
[02:07:11.900 --> 02:07:13.660]  So late on the button press.
[02:07:14.000 --> 02:07:14.780]  So late.
[02:07:15.040 --> 02:07:16.980]  Can you not get on the way down?
[02:07:17.800 --> 02:07:18.360]  You can.
[02:07:20.000 --> 02:07:22.200]  So I was simultaneously late for one
[02:07:22.200 --> 02:07:23.120]  and early for the next.
[02:07:24.820 --> 02:07:26.440]  I'm gonna poo my pants today.
[02:07:30.920 --> 02:07:32.680]  Speaking of which, let's fill you up with sugar.
[02:07:32.780 --> 02:07:33.560]  There's cake in there.
[02:07:33.740 --> 02:07:35.440]  Oh, we should cut the cake in a little while.
[02:07:35.440 --> 02:07:38.000]  Should we do a turn 20 cake break?
[02:07:38.200 --> 02:07:38.320]  Yeah!
[02:07:38.800 --> 02:07:40.180]  Turn 20 cake break?
[02:07:40.820 --> 02:07:41.160]  Yeah.
[02:07:43.420 --> 02:07:45.400]  Guys, thank you for joining us on this anniversary.
[02:07:45.600 --> 02:07:46.840]  It's been a lot of fun so far.
[02:07:47.080 --> 02:07:49.760]  We got three more turns and we're gonna cut the cake
[02:07:49.760 --> 02:07:51.540]  that says happy birthday Erectus.
[02:07:53.580 --> 02:07:55.560]  If you missed the little office tour we did,
[02:07:55.820 --> 02:07:56.580]  it'll be on the vlog.
[02:07:56.640 --> 02:07:58.400]  We'll stick it up separate maybe.
[02:07:59.020 --> 02:08:01.300]  So where is the fucking star?
[02:08:01.460 --> 02:08:02.160]  It's over there.
[02:08:02.160 --> 02:08:04.880]  So these dickheads right here are on their way, huh?
[02:08:05.460 --> 02:08:06.220]  Getting that star.
[02:08:06.520 --> 02:08:06.720]  Yeah.
[02:08:07.480 --> 02:08:08.540]  How do you know that?
[02:08:09.280 --> 02:08:09.840]  He looked at you.
[02:08:10.980 --> 02:08:13.540]  Grady got jobs in the fight zones.
[02:08:14.640 --> 02:08:15.600]  Oh, Geoff.
[02:08:16.020 --> 02:08:16.960]  Oh, Geoff.
[02:08:18.960 --> 02:08:20.040]  Oh, Geoff.
[02:08:20.180 --> 02:08:21.400]  Oh, Geoff.
[02:08:21.720 --> 02:08:22.180]  Hello.
[02:08:22.860 --> 02:08:24.880]  You have to roll like a 1, 2, 3.
[02:08:25.600 --> 02:08:27.880]  You have to roll a 7 or higher to get out of this.
[02:08:28.040 --> 02:08:28.440]  You got it!
[02:08:28.440 --> 02:08:30.100]  Just roll a 1, 2, 3. Go for it.
[02:08:30.240 --> 02:08:32.040]  I can't because I can only roll a 1, 2, 3.
[02:08:32.280 --> 02:08:34.500]  But at least now they're further away from the star.
[02:08:37.620 --> 02:08:38.940]  Bowser has a mouth as merciful.
[02:08:39.540 --> 02:08:40.660]  No, he's been a bad Bowser.
[02:08:40.680 --> 02:08:42.880]  I have a feeling he might just be taking the star from you.
[02:08:43.580 --> 02:08:44.620]  God, I gotta get in that ball.
[02:08:45.160 --> 02:08:46.260]  Oh, wow. You're lucky.
[02:08:46.780 --> 02:08:46.980]  Oh.
[02:08:48.120 --> 02:08:48.440]  No!
[02:08:49.940 --> 02:08:50.760]  Actually, that's fine.
[02:08:50.820 --> 02:08:54.120]  That's fine for me.
[02:08:55.340 --> 02:08:56.180]  It's fine for me too.
[02:08:57.680 --> 02:08:59.280]  Not so great for Nick.
[02:08:59.340 --> 02:08:59.760]  No, it's fine.
[02:09:01.560 --> 02:09:02.640]  I'd be more worried about Andrew.
[02:09:04.220 --> 02:09:05.040]  Mark the frog.
[02:09:05.220 --> 02:09:05.480]  No way!
[02:09:05.480 --> 02:09:09.540]  It's also a bunch of dudes in their 40s can still muck around and enjoy some video games together.
[02:09:11.820 --> 02:09:13.840]  Some of us are approaching their 50s, thank you.
[02:09:14.260 --> 02:09:16.200]  I'm pretty sure it's 30s and 50s.
[02:09:21.500 --> 02:09:23.880]  Oh, what a...
[02:09:24.960 --> 02:09:27.560]  How did Bernie get to retire and I'm still doing it?
[02:09:27.560 --> 02:09:28.740]  It's so unfair.
[02:09:29.300 --> 02:09:30.460]  Do you want to retire?
[02:09:30.660 --> 02:09:31.040]  No!
[02:09:31.720 --> 02:09:33.020]  You know how lame that is?
[02:09:35.020 --> 02:09:38.320]  I'd much rather get paid to be 15 years old for the rest of my life.
[02:09:38.440 --> 02:09:42.300]  Can you by any chance stop chucking this bullshit into my dice?
[02:09:42.560 --> 02:09:42.600]  What is it?
[02:09:42.760 --> 02:09:44.360]  What is it?
[02:09:44.560 --> 02:09:47.100]  I've been dribbling for a week in this game.
[02:09:47.660 --> 02:09:48.320]  Oh, shit.
[02:09:48.440 --> 02:09:49.940]  Well, I deserve everything coming to me.
[02:09:51.420 --> 02:09:52.940]  It's coming on you.
[02:09:53.400 --> 02:09:53.800]  No!
[02:09:55.320 --> 02:09:56.780]  Ooh, that's not going to do it.
[02:09:57.040 --> 02:09:57.240]  What?
[02:09:57.820 --> 02:09:58.840]  He got him.
[02:09:59.740 --> 02:10:04.040]  It has lights that tell you how many you have to do.
[02:10:04.360 --> 02:10:06.760]  He was thinking that one, past Bowser.
[02:10:07.100 --> 02:10:08.200]  Oh, no.
[02:10:09.060 --> 02:10:10.100]  Bowser's going to fuck me.
[02:10:10.880 --> 02:10:11.280]  I don't know.
[02:10:12.280 --> 02:10:13.620]  Take a star!
[02:10:14.920 --> 02:10:15.420]  Damn it.
[02:10:16.740 --> 02:10:17.160]  Oh!
[02:10:19.040 --> 02:10:20.040]  That's pretty rough.
[02:10:20.040 --> 02:10:20.780]  That's a lot.
[02:10:21.080 --> 02:10:21.880]  Especially after a revolution.
[02:10:22.100 --> 02:10:23.520]  That's a lot to lose all at once.
[02:10:23.660 --> 02:10:24.800]  You know what else is a lot to lose?
[02:10:24.900 --> 02:10:27.140]  A star that you don't even have a choice for.
[02:10:28.160 --> 02:10:30.520]  He still has four stars.
[02:10:30.680 --> 02:10:31.680]  Still holding on to that, huh?
[02:10:33.300 --> 02:10:34.540]  Oh, Andrew can shake.
[02:10:35.320 --> 02:10:36.900]  There's so much misery in your present.
[02:10:38.640 --> 02:10:40.020]  All right, let's throw some shite.
[02:10:40.440 --> 02:10:41.320]  Yeah, yeah, yeah, yeah.
[02:10:42.460 --> 02:10:43.380]  Yeah, yeah, yeah, yeah.
[02:10:43.380 --> 02:10:44.640]  Yeah, yeah, yeah, yeah.
[02:10:44.820 --> 02:10:46.480]  Yeah, yeah, yeah, yeah.
[02:10:46.480 --> 02:10:48.020]  We're the weasels again.
[02:10:50.660 --> 02:10:52.020]  Yeah, yeah, good luck, bad luck.
[02:10:52.320 --> 02:10:52.640]  It's fun.
[02:10:54.720 --> 02:10:55.620]  There you go.
[02:10:55.720 --> 02:10:56.440]  I like it.
[02:10:58.320 --> 02:10:59.800]  It's kind of like hope, but not.
[02:11:03.320 --> 02:11:04.980]  Kind of like hope, but not.
[02:11:05.140 --> 02:11:05.220]  All right.
[02:11:07.780 --> 02:11:08.140]  Cool.
[02:11:09.080 --> 02:11:09.740]  Actually, that's fine.
[02:11:10.020 --> 02:11:13.460]  I probably saved you is what I did.
[02:11:14.000 --> 02:11:14.980]  Oh, cool, some of these.
[02:11:14.980 --> 02:11:19.020]  I thought you wanted the mushroom.
[02:11:20.480 --> 02:11:21.480]  Fuck the mushroom.
[02:11:22.140 --> 02:11:23.460]  Did I not buy that?
[02:11:24.060 --> 02:11:24.700]  Buy it.
[02:11:25.000 --> 02:11:26.000]  Did I try to?
[02:11:27.280 --> 02:11:28.540]  Don't be stupid.
[02:11:29.000 --> 02:11:30.020]  Oh, I said not right now.
[02:11:31.860 --> 02:11:32.980]  I just was...
[02:11:32.980 --> 02:11:33.240]  Okay.
[02:11:35.500 --> 02:11:36.580]  You just was okay?
[02:11:36.780 --> 02:11:38.340]  I just was okay.
[02:11:38.400 --> 02:11:39.160]  Do you think you're going to win?
[02:11:39.800 --> 02:11:40.000]  No.
[02:11:40.000 --> 02:11:40.240]  Why?
[02:11:43.660 --> 02:11:44.940]  There's cat piss in here.
[02:11:46.920 --> 02:11:47.360]  That's...
[02:11:47.360 --> 02:11:48.560]  You know what? That's fair.
[02:11:49.280 --> 02:11:53.880]  If I just put these all over the freaking floor...
[02:11:53.880 --> 02:11:54.020]  Oh!
[02:11:55.380 --> 02:11:56.540]  Oh, you have to make a choice.
[02:11:57.160 --> 02:11:58.520]  Oh, you have to make a real choice.
[02:11:58.760 --> 02:11:59.820]  Real Sophie's Choice here.
[02:12:00.860 --> 02:12:02.100]  Which child are you going to kill?
[02:12:04.140 --> 02:12:05.020]  Oh, interesting.
[02:12:05.180 --> 02:12:06.460]  I think that's an insane move.
[02:12:06.460 --> 02:12:09.140]  I don't want to get my stars from the official means.
[02:12:09.360 --> 02:12:10.420]  I want them from the ground.
[02:12:10.980 --> 02:12:12.900]  Let's look at the board for a sec.
[02:12:13.100 --> 02:12:13.520]  Okay.
[02:12:15.380 --> 02:12:16.800]  You're touching grass for real?
[02:12:19.760 --> 02:12:22.060]  Oh, big ol' three.
[02:12:22.780 --> 02:12:23.860]  Is that on your star?
[02:12:24.820 --> 02:12:26.140]  Boy, that was close.
[02:12:28.040 --> 02:12:29.640]  What is he going to get?
[02:12:30.520 --> 02:12:33.660]  I can't believe you didn't use an item before you did this.
[02:12:33.660 --> 02:12:36.640]  I wasn't sure if yours would block out my item.
[02:12:36.760 --> 02:12:37.520]  My dice block.
[02:12:37.760 --> 02:12:38.320]  Oh, it might.
[02:12:41.620 --> 02:12:43.080]  But you didn't try.
[02:12:43.880 --> 02:12:45.100]  Why would you buy one of them?
[02:12:45.760 --> 02:12:46.520]  Because I want one.
[02:12:48.160 --> 02:12:48.600]  Wait.
[02:12:49.100 --> 02:12:50.640]  Wait, you threw away your money dice?
[02:12:50.880 --> 02:12:52.120]  Yep, don't need it. I got so much money.
[02:12:52.920 --> 02:12:54.360]  And now you're going to have...
[02:12:54.360 --> 02:12:55.580]  I want you to remember that.
[02:12:55.580 --> 02:12:57.340]  I think you had a good choice.
[02:13:02.180 --> 02:13:02.660]  Fuck!
[02:13:03.340 --> 02:13:04.960]  The same exact position.
[02:13:06.900 --> 02:13:08.340]  This guy's nuts.
[02:13:08.400 --> 02:13:11.660]  I can't believe you didn't try to use an item before doing this.
[02:13:13.740 --> 02:13:16.000]  Yeah, I should have used the money dice.
[02:13:17.360 --> 02:13:19.460]  You're going to need some idiot flags.
[02:13:19.620 --> 02:13:20.660]  Yeah, we're going to need some...
[02:13:20.660 --> 02:13:22.160]  Oh, I can already see him.
[02:13:22.800 --> 02:13:23.980]  Hot cross blocks.
[02:13:24.640 --> 02:13:25.600]  My favorite.
[02:13:26.760 --> 02:13:27.860]  What's going on in chat?
[02:13:28.420 --> 02:13:29.280]  Oh, I want idiot flags.
[02:13:29.580 --> 02:13:29.940]  Oh, nice.
[02:13:31.480 --> 02:13:32.540]  Oh, this one.
[02:13:33.780 --> 02:13:35.260]  This is the donuts.
[02:13:40.070 --> 02:13:41.690]  Can someone only have one?
[02:13:42.150 --> 02:13:42.390]  Can what?
[02:13:43.650 --> 02:13:45.110]  Yes, to answer your question.
[02:13:45.330 --> 02:13:46.230]  Yes, you can only...
[02:13:46.830 --> 02:13:48.690]  You should just set the controller down.
[02:13:48.690 --> 02:13:48.970]  Yeah.
[02:13:51.850 --> 02:13:52.430]  Oh!
[02:13:55.730 --> 02:13:56.310]  Interesting.
[02:13:56.730 --> 02:13:57.030]  Not good.
[02:13:57.190 --> 02:13:58.190]  Not good at all.
[02:14:02.940 --> 02:14:03.230]  No!
[02:14:03.750 --> 02:14:04.690]  Fuck off!
[02:14:07.390 --> 02:14:08.790]  Oh, boy.
[02:14:11.850 --> 02:14:12.710]  Oh, my God.
[02:14:12.710 --> 02:14:14.790]  The one I actually wanted was available.
[02:14:15.110 --> 02:14:16.750]  Then why didn't you pick the one you wanted?
[02:14:16.750 --> 02:14:19.130]  Because I thought everyone would. I thought everyone was smart.
[02:14:20.010 --> 02:14:21.350]  Are you...
[02:14:21.350 --> 02:14:22.870]  Are you trying to insult me right now?
[02:14:23.090 --> 02:14:23.310]  Yeah.
[02:14:24.370 --> 02:14:26.170]  It's still there for free!
[02:14:31.640 --> 02:14:32.080]  Insane.
[02:14:32.380 --> 02:14:33.860]  I only have one option here.
[02:14:34.600 --> 02:14:35.620]  Are you serious?
[02:14:37.580 --> 02:14:39.220]  There's one playable thing for me.
[02:14:39.220 --> 02:14:40.780]  This is the worst game of Wario Party.
[02:14:40.920 --> 02:14:41.380]  This sucks.
[02:14:42.520 --> 02:14:44.240]  I'm going for the future on this one.
[02:14:44.520 --> 02:14:46.280]  Why do you even want to pick that one?
[02:14:47.860 --> 02:14:49.720]  I did it because no one else would.
[02:14:51.580 --> 02:14:52.560]  Oh, boy.
[02:14:54.460 --> 02:14:55.420]  Oh, boy.
[02:14:55.560 --> 02:14:55.960]  Why?
[02:14:56.880 --> 02:14:57.720]  Nick, why?
[02:14:58.020 --> 02:14:58.320]  Why?
[02:15:01.380 --> 02:15:02.960]  If you pick this, I'm going to...
[02:15:02.960 --> 02:15:04.520]  Oh, we don't get one!
[02:15:05.060 --> 02:15:06.460]  That's future-proofed.
[02:15:06.460 --> 02:15:07.660]  Now I can go anywhere.
[02:15:14.260 --> 02:15:15.180]  Come on, Geoff.
[02:15:16.060 --> 02:15:16.860]  Pick smart.
[02:15:16.980 --> 02:15:17.420]  Wow!
[02:15:17.420 --> 02:15:18.280]  Yeah.
[02:15:20.460 --> 02:15:21.320]  There we go.
[02:15:21.500 --> 02:15:21.960]  Okay.
[02:15:22.500 --> 02:15:22.960]  Okay.
[02:15:25.560 --> 02:15:26.480]  Oh, shit.
[02:15:27.160 --> 02:15:28.460]  That's Turbo Yakuza.
[02:15:28.900 --> 02:15:30.960]  You know what? Fair play.
[02:15:31.380 --> 02:15:31.540]  Yeah.
[02:15:34.240 --> 02:15:35.560]  Give me that one.
[02:15:36.980 --> 02:15:37.780]  Come on, please.
[02:15:39.480 --> 02:15:40.120]  Oh, shit.
[02:15:40.220 --> 02:15:41.460]  We both could have taken the one we wanted.
[02:15:42.680 --> 02:15:43.500]  Get me there.
[02:15:43.500 --> 02:15:45.280]  No, no, no.
[02:15:46.280 --> 02:15:47.320]  No, no, no.
[02:15:47.500 --> 02:15:48.400]  I'll block it.
[02:15:48.760 --> 02:15:49.720]  No, Nick!
[02:15:51.680 --> 02:15:52.880]  Uh-oh.
[02:15:53.360 --> 02:15:54.280]  Give me some choices.
[02:15:55.220 --> 02:15:56.420]  Uh-oh, Gavin.
[02:15:56.640 --> 02:15:57.940]  Oh, my God.
[02:15:58.200 --> 02:15:59.440]  I'm going for it!
[02:16:01.220 --> 02:16:02.460]  Well, now you've screamed it.
[02:16:02.660 --> 02:16:03.060]  I'm not.
[02:16:04.660 --> 02:16:05.560]  I'm not.
[02:16:06.680 --> 02:16:07.520]  That's a problem.
[02:16:08.220 --> 02:16:09.720]  That's real bad for us.
[02:16:12.480 --> 02:16:13.960]  He went with the bottom one.
[02:16:14.140 --> 02:16:15.040]  Oh, shit!
[02:16:15.840 --> 02:16:16.460]  Suck it, Gavin!
[02:16:17.940 --> 02:16:20.660]  Dilkong, come back.
[02:16:22.020 --> 02:16:22.900]  Oh, fuck!
[02:16:23.040 --> 02:16:23.980]  Dilkong, come back.
[02:16:24.280 --> 02:16:25.660]  Andrew, you can do it right here.
[02:16:25.760 --> 02:16:26.600]  Dilkong, come, John.
[02:16:27.000 --> 02:16:28.400]  Dil! Dil! Dil! Dil!
[02:16:29.340 --> 02:16:30.160]  We did it!
[02:16:33.020 --> 02:16:33.900]  Monkey mode!
[02:16:36.680 --> 02:16:37.120]  Great.
[02:16:38.520 --> 02:16:38.960]  Dil!
[02:16:39.960 --> 02:16:40.820]  What happened?
[02:16:41.100 --> 02:16:42.580]  I'm happy for the Dilkong.
[02:16:43.220 --> 02:16:45.140]  Andrew, do some robot celebrations.
[02:16:45.440 --> 02:16:46.080]  Do some robots!
[02:16:48.860 --> 02:16:49.900]  It's not...
[02:16:49.900 --> 02:16:51.160]  Oh, it might be off.
[02:16:51.260 --> 02:16:52.560]  One sec. It's resyncing.
[02:16:53.400 --> 02:16:53.640]  Okay.
[02:16:53.960 --> 02:16:55.540]  One sec. It's waking up.
[02:16:56.700 --> 02:16:57.400]  I'm back!
[02:16:58.500 --> 02:16:59.180]  Go for the jump!
[02:17:02.880 --> 02:17:03.920]  Robot celebration!
[02:17:05.340 --> 02:17:06.620]  A little bit too much jump.
[02:17:06.620 --> 02:17:07.200]  Ow!
[02:17:10.300 --> 02:17:12.620]  I'm trying to get out of here. Sorry, I'm in the feet.
[02:17:12.760 --> 02:17:13.280]  I'm in the feet.
[02:17:13.600 --> 02:17:15.360]  How did that carpet get so...
[02:17:15.360 --> 02:17:18.080]  I don't know. I think everyone's been kicking it forward.
[02:17:18.140 --> 02:17:20.400]  We should probably put down some of that tape.
[02:17:20.660 --> 02:17:20.920]  Yeah.
[02:17:22.300 --> 02:17:23.060]  Whoa, Andrew.
[02:17:25.200 --> 02:17:30.120]  Oh, my God.
[02:17:32.140 --> 02:17:33.540]  And this is the pee one.
[02:17:34.120 --> 02:17:35.680]  He's trying to mute it again.
[02:17:36.980 --> 02:17:39.460]  Alright, here we go, Monty Mole. Let's kick some ass.
[02:17:41.080 --> 02:17:43.420]  Oh, you can just teleport to a shop.
[02:17:43.880 --> 02:17:45.920]  Yeah, he should do that for sure.
[02:17:46.340 --> 02:17:46.740]  No kidding.
[02:17:47.100 --> 02:17:48.040]  Pissing off.
[02:17:49.460 --> 02:17:50.500]  See ya!
[02:17:51.300 --> 02:17:52.720]  Nick has four stars.
[02:17:53.500 --> 02:17:53.920]  Crazy.
[02:17:55.500 --> 02:17:58.440]  That was probably the worst shop to wind up at.
[02:18:02.300 --> 02:18:02.700]  Okay.
[02:18:03.300 --> 02:18:04.100]  Oh, damn.
[02:18:04.500 --> 02:18:05.880]  Oh, it's going to reverse the polarity.
[02:18:10.140 --> 02:18:11.060]  What do I want?
[02:18:12.480 --> 02:18:14.120]  We're just going to start littering.
[02:18:14.640 --> 02:18:15.040]  No!
[02:18:16.540 --> 02:18:18.040]  I'm going to have to stay away from the square.
[02:18:20.220 --> 02:18:21.540]  This is how we get his stars.
[02:18:21.680 --> 02:18:23.720]  We bait him back into the hell square.
[02:18:25.460 --> 02:18:25.860]  Ow!
[02:18:28.520 --> 02:18:29.160]  Hahaha!
[02:18:31.040 --> 02:18:33.360]  Oh, he got out!
[02:18:34.740 --> 02:18:35.380]  Interesting.
[02:18:36.000 --> 02:18:37.360]  He's trying to climb.
[02:18:38.160 --> 02:18:39.420]  Oh, 15 coins.
[02:18:42.680 --> 02:18:45.060]  It can jump back surprisingly well.
[02:18:45.680 --> 02:18:46.700]  It's so cool.
[02:18:47.020 --> 02:18:47.700]  Yeah, it's pretty rad.
[02:18:49.220 --> 02:18:50.560]  It's one of the only instances
[02:18:51.060 --> 02:18:52.520]  where a TikTok ad
[02:18:52.520 --> 02:18:53.600]  has been for a real product.
[02:18:53.800 --> 02:18:55.800]  Oh, wow.
[02:18:55.800 --> 02:18:57.740]  Get me out of here.
[02:18:58.540 --> 02:18:59.120]  Uh-oh.
[02:18:59.220 --> 02:18:59.700]  Uh-oh.
[02:19:00.420 --> 02:19:02.260]  Oh, no!
[02:19:02.660 --> 02:19:05.300]  Oh, this is bad for me.
[02:19:05.480 --> 02:19:06.780]  He's just staring at you.
[02:19:07.980 --> 02:19:09.260]  Keep attacking me!
[02:19:09.920 --> 02:19:10.780]  I got my eyes on you.
[02:19:11.940 --> 02:19:12.940]  Andrew's watching me.
[02:19:15.940 --> 02:19:20.200]  Man, he's really taking my money.
[02:19:20.340 --> 02:19:21.040]  Yeah, it's brutal.
[02:19:22.760 --> 02:19:23.640]  Andrew's staring at us.
[02:19:23.640 --> 02:19:24.480]  I'm just watching.
[02:19:31.990 --> 02:19:32.930]  Okay.
[02:19:34.560 --> 02:19:36.170]  Let's put something down.
[02:19:37.090 --> 02:19:37.770]  Or don't.
[02:19:38.250 --> 02:19:38.990]  You don't have to.
[02:19:39.630 --> 02:19:41.190]  Or let's.
[02:19:42.880 --> 02:19:43.670]  Let's place.
[02:19:44.850 --> 02:19:46.150]  Let's place.
